what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797799977
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800024
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800055
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800508
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800617
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797800946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797801258
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1368797801602
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368797870836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368797872305
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368797899742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368797940194
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1368797949163
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1368797959412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368798171579
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368799211783
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368799226142
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1368799261547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1368799584381
